#,id,Player,age,Nation_map,DF,FW,MF,Position_map,Team_map,Leag_map,90s,Gls,Ast,G+A,G-PK,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,G+A-PK,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Blocks,Pass,Int,Tkl+Int,Clr,Err,Sh,SoT,Dist,FK,xG,SCA,SCA90,PassLive,Sh_Sh,GCA,value
1173,borja_iglesias_30,Borja Iglesias,30,10,0,1,0,1,41,3,26.3,15,3,18,10,10.2,2.8,13,20,33,147,0.49,8.00,4.00,3.00,3.00,2.00,9.00,8.00,1.00,9.00,17.00,0.00,58.00,21.00,15.20,0.00,14.90,40.00,1.52,29.00,5.00,5.00,20000000.00
1272,alvaro_morata_30,Álvaro Morata,30,10,0,1,0,1,60,3,21.1,13,2,15,13,11.8,2,13.8,33,17,102,0.71,16.00,11.00,4.00,8.00,4.00,11.00,8.00,0.00,16.00,23.00,0.00,71.00,32.00,12.20,0.00,11.80,48.00,2.27,30.00,5.00,9.00,20000000.00
1275,gerard_moreno_31,Gerard Moreno,31,10,0,1,0,1,50,3,13.7,7,3,10,6,7.2,2.7,9.8,21,68,108,0.66,11.00,6.00,0.00,6.00,5.00,6.00,4.00,5.00,16.00,10.00,0.00,41.00,19.00,15.80,0.00,8.70,48.00,3.52,35.00,4.00,5.00,20000000.00
690,ivan_ilic_22,Ivan Ilić,22,47,0,0,1,2,21,2,9.5,0,1,1,0,0.4,1,1.4,18,39,20,0.11,16.00,10.00,9.00,7.00,0.00,10.00,9.00,1.70,24.00,14.00,0.00,9.00,2.00,21.60,0.00,0.40,28.00,2.96,14.00,0.00,2.00,19000000.00
2,tyler_adams_24,Tyler Adams,24,1,0,0,1,2,1,1,24,0,0,0,0,0.1,1.4,1.5,19,136,20,0,89.00,46.00,44.00,35.00,10.00,48.00,40.00,35.00,124.00,29.00,0.00,4.00,0.00,27.50,0.00,0.10,43.00,1.79,42.00,0.00,1.00,18000000.00
51,yves_bissouma_26,Yves Bissouma,26,26,0,0,1,2,18,1,11.2,0,0,0,0,0.2,0.5,0.7,14,62,10,0,16.00,13.00,6.00,6.00,4.00,15.00,9.00,12.00,28.00,10.00,0.00,6.00,0.00,26.70,0.00,0.20,29.00,2.58,24.00,1.00,1.00,18000000.00
74,trevoh_chalobah_24,Trevoh Chalobah,24,3,1,0,0,3,14,1,17.9,0,0,0,0,0.9,0.3,1.2,17,71,27,0,31.00,20.00,22.00,6.00,3.00,17.00,10.00,24.00,55.00,56.00,1.00,9.00,2.00,9.60,0.00,0.90,16.00,0.90,11.00,2.00,3.00,18000000.00
95,patson_daka_24,Patson Daka,24,34,0,1,0,1,9,1,13.2,4,4,8,4,3.5,2.8,6.3,18,17,82,0.61,14.00,8.00,6.00,8.00,0.00,14.00,12.00,1.60,21.00,7.00,0.00,30.00,16.00,14.60,0.00,3.50,28.00,2.12,19.00,5.00,7.00,18000000.00
111,eric_dier_29,Eric Dier,29,3,1,0,0,3,18,1,31.3,2,1,3,2,1.6,1.2,2.8,9,87,14,0.1,30.00,19.00,16.00,12.00,2.00,41.00,17.00,2.30,65.00,112.00,2.00,17.00,4.00,11.80,2.00,1.60,29.00,0.93,24.00,4.00,2.00,18000000.00
113,issa_diop_26,Issa Diop,26,5,1,0,0,3,3,1,22.4,1,0,1,1,0.3,0.4,0.7,13,70,4,0.04,28.00,19.00,18.00,9.00,1.00,24.00,7.00,35.00,63.00,86.00,0.00,3.00,2.00,12.30,0.00,0.30,9.00,0.40,9.00,0.00,0.00,18000000.00
127,anthony_elanga_21,Anthony Elanga,21,37,0,1,0,1,13,1,4.7,0,1,1,0,0.7,0.9,1.6,12,8,28,0.21,3.00,0.00,0.00,2.00,1.00,4.00,4.00,2.00,5.00,4.00,0.00,10.00,4.00,13.80,0.00,0.70,17.00,3.59,13.00,3.00,1.00,18000000.00
142,roberto_firmino_31,Roberto Firmino,31,12,0,1,1,4,10,1,13.5,11,4,15,11,5.5,2.5,8,16,78,96,1.11,17.00,12.00,2.00,12.00,3.00,16.00,15.00,1.60,24.00,2.00,0.00,39.00,25.00,12.30,0.00,5.50,46.00,3.41,36.00,6.00,7.00,18000000.00
163,degnand_gnonto_19,Degnand Gnonto,19,42,0,1,1,4,1,1,15,2,4,6,2,1.8,2.2,4,66,35,136,0.4,27.00,17.00,7.00,15.00,5.00,24.00,23.00,1.40,32.00,7.00,0.00,22.00,8.00,17.40,0.00,1.80,50.00,3.32,30.00,4.00,7.00,18000000.00
165,joao_gomes_22,João Gomes,22,12,0,0,1,2,6,1,7.3,1,0,1,1,0.3,0.2,0.4,7,19,8,0.14,29.00,13.00,14.00,14.00,1.00,12.00,9.00,4.00,33.00,11.00,0.00,4.00,2.00,20.70,0.00,0.30,14.00,1.93,9.00,2.00,2.00,18000000.00
196,kelechi_iheanacho_26,Kelechi Iheanacho,26,17,0,1,1,4,9,1,12.5,5,5,10,4,6.3,4,10.4,33,27,99,0.72,7.00,2.00,0.00,3.00,4.00,9.00,8.00,12.30,7.00,8.00,0.00,38.00,13.00,17.10,0.00,7.10,45.00,3.59,33.00,5.00,6.00,18000000.00
223,thilo_kehrer_26,Thilo Kehrer,26,24,1,0,0,3,4,1,24.8,0,2,2,0,0.5,0.6,1.1,15,60,29,0.08,43.00,24.00,25.00,14.00,4.00,16.00,10.00,34.00,77.00,76.00,1.00,8.00,1.00,18.40,0.00,0.50,24.00,0.97,17.00,3.00,4.00,18000000.00
226,lloyd_kelly_24,Lloyd Kelly,24,3,1,0,0,3,12,1,22.7,0,2,2,0,0.2,0.5,0.7,14,47,10,0.09,33.00,18.00,23.00,9.00,1.00,26.00,11.00,26.00,59.00,101.00,1.00,3.00,0.00,8.90,0.00,0.20,16.00,0.71,13.00,1.00,2.00,18000000.00
230,robin_koch_27,Robin Koch,27,24,1,0,0,3,1,1,35.3,0,0,0,0,1.5,0.4,1.9,11,114,11,0,53.00,30.00,32.00,16.00,5.00,44.00,23.00,2.11,96.00,152.00,1.00,17.00,4.00,11.10,0.00,1.50,15.00,0.43,11.00,2.00,2.00,18000000.00
251,victor_lindelof_29,Victor Lindelöf,29,37,1,0,0,3,13,1,15.2,0,0,0,0,0.3,0.1,0.4,3,36,1,0,22.00,17.00,10.00,9.00,3.00,18.00,9.00,21.00,43.00,63.00,1.00,3.00,0.00,7.90,0.00,0.30,6.00,0.40,6.00,0.00,0.00,18000000.00
284,weston_mckennie_25,Weston McKennie,25,1,0,0,1,2,1,1,16,0,1,1,0,0.8,0.7,1.4,14,82,33,0.06,30.00,13.00,5.00,18.00,7.00,22.00,19.00,22.00,52.00,26.00,0.00,13.00,2.00,15.90,0.00,0.80,29.00,1.82,25.00,1.00,3.00,18000000.00
306,enock_mwepu_25,Enock Mwepu,25,34,0,1,1,4,19,1,2.4,0,1,1,0,0.2,0.5,0.7,5,6,17,0.42,10.00,5.00,1.00,6.00,3.00,3.00,2.00,1.00,11.00,1.00,0.00,2.00,1.00,16.70,0.00,0.20,7.00,2.96,6.00,0.00,2.00,18000000.00
313,moussa_niakhate_27,Moussa Niakhate,27,40,1,0,0,3,15,1,12.9,0,0,0,0,0.6,0.1,0.7,2,15,3,0,18.00,9.00,15.00,3.00,0.00,18.00,10.00,19.00,37.00,60.00,0.00,6.00,3.00,12.40,0.00,0.60,9.00,0.70,4.00,0.00,1.00,18000000.00
330,cole_palmer_21,Cole Palmer,21,3,0,1,1,4,8,1,4.1,0,1,1,0,1.2,0.6,1.8,29,13,40,0.24,5.00,1.00,0.00,3.00,2.00,2.00,1.00,12.31,6.00,2.00,0.00,11.00,3.00,13.70,0.00,1.20,20.00,4.86,11.00,4.00,1.00,18000000.00
336,andreas_pereira_27,Andreas Pereira,27,12,0,0,1,2,3,1,29.9,4,6,10,3,6.5,5.2,11.7,53,121,133,0.3,18.00,9.00,3.00,6.00,9.00,21.00,18.00,1.50,24.00,8.00,0.00,61.00,22.00,21.30,12.00,7.30,118.00,3.94,57.00,9.00,12.00,18000000.00
354,harrison_reed_28,Harrison Reed,28,3,0,0,1,2,3,1,31.8,3,4,7,3,1.9,4.1,6,30,102,107,0.22,44.00,27.00,17.00,21.00,6.00,54.00,42.00,1.18,63.00,36.00,0.00,20.00,7.00,20.10,0.00,1.90,74.00,2.32,64.00,3.00,7.00,18000000.00
369,georginio_rutter_21,Georginio Rutter,21,5,0,1,1,4,1,1,3,0,1,1,0,0.4,0.3,0.7,5,6,21,0.33,10.00,9.00,5.00,3.00,2.00,5.00,5.00,3.00,13.00,3.00,0.00,4.00,0.00,14.00,0.00,0.40,6.00,1.99,5.00,0.00,1.00,18000000.00
376,mohammed_salisu_24,Mohammed Salisu,24,14,1,0,0,3,2,1,21.9,0,1,1,0,1.5,0.6,2.1,5,82,4,0.05,51.00,29.00,33.00,16.00,2.00,56.00,31.00,1.30,82.00,122.00,1.00,19.00,4.00,12.20,0.00,1.50,25.00,1.14,16.00,3.00,3.00,18000000.00
391,ryan_sessegnon_23,Ryan Sessegnon,23,3,1,0,0,3,18,1,9,2,0,2,2,1.6,1.1,2.7,24,22,64,0.22,16.00,11.00,9.00,7.00,0.00,8.00,7.00,1.50,22.00,17.00,1.00,18.00,6.00,14.60,0.00,1.60,23.00,2.55,16.00,5.00,2.00,18000000.00
401,manor_solomon_24,Manor Solomon,24,55,0,1,0,1,3,1,6.4,4,0,4,4,1.2,0.4,1.6,16,24,51,0.63,20.00,12.00,12.00,6.00,2.00,8.00,8.00,1.40,25.00,3.00,0.00,11.00,7.00,19.90,0.00,1.20,11.00,1.73,11.00,0.00,2.00,18000000.00
411,pascal_struijk_24,Pascal Struijk,24,9,1,0,0,3,1,1,24.4,2,1,3,2,1.4,2.4,3.7,24,119,53,0.12,84.00,57.00,43.00,31.00,10.00,32.00,20.00,1.31,116.00,70.00,1.00,16.00,7.00,13.40,0.00,1.40,35.00,1.43,25.00,5.00,2.00,18000000.00
417,james_tarkowski_30,James Tarkowski,30,3,1,0,0,3,17,1,38,1,1,2,1,3.1,2.9,6,13,106,11,0.05,51.00,26.00,36.00,13.00,2.00,99.00,21.00,2.19,102.00,201.00,3.00,32.00,9.00,9.00,0.00,3.10,23.00,0.61,17.00,5.00,2.00,18000000.00
434,kostas_tsimikas_27,Kostas Tsimikas,27,58,1,0,0,3,10,1,8.6,0,4,4,0,0.6,1.6,2.3,23,26,77,0.47,14.00,9.00,10.00,2.00,2.00,8.00,7.00,12.00,26.00,15.00,0.00,7.00,2.00,15.50,0.00,0.60,27.00,3.14,12.00,2.00,4.00,18000000.00
461,yoane_wissa_26,Yoane Wissa,26,45,0,1,0,1,7,1,17.8,7,3,10,7,5.6,2.5,8.2,24,27,104,0.56,17.00,12.00,4.00,7.00,6.00,10.00,10.00,1.50,23.00,15.00,0.00,32.00,15.00,14.10,0.00,5.60,36.00,2.02,29.00,2.00,6.00,18000000.00
470,denis_zakaria_26,Denis Zakaria,26,8,0,0,1,2,14,1,4.6,0,0,0,0,0.2,0,0.2,9,6,3,0,9.00,5.00,5.00,2.00,2.00,4.00,3.00,3.00,12.00,10.00,0.00,2.00,0.00,16.90,0.00,0.20,2.00,0.44,1.00,0.00,0.00,18000000.00
522,domenico_berardi_29,Domenico Berardi,29,42,0,1,0,1,30,2,20.7,12,7,19,5,5.1,6.6,11.7,57,114,213,0.58,23.00,14.00,8.00,10.00,5.00,13.00,13.00,1.18,42.00,18.00,0.00,75.00,19.00,22.00,4.00,11.40,105.00,5.07,78.00,5.00,17.00,18000000.00
706,moise_kean_23,Moise Kean,23,42,0,1,0,1,37,2,11.1,6,0,6,6,6.3,1.1,7.4,30,13,76,0.54,8.00,6.00,2.00,5.00,1.00,4.00,4.00,1.40,13.00,2.00,0.00,38.00,14.00,14.40,0.00,6.30,31.00,2.80,21.00,5.00,2.00,18000000.00
718,armand_lauriente_24,Armand Lauriente,24,5,0,1,0,1,30,2,24.2,7,6,13,6,3.9,6.2,10.1,127,90,263,0.5,21.00,15.00,5.00,7.00,9.00,20.00,20.00,12.00,33.00,8.00,0.00,55.00,21.00,20.40,10.00,4.70,113.00,4.68,78.00,3.00,12.00,18000000.00
746,gianluca_mancini_27,Gianluca Mancini,27,42,1,0,0,3,22,2,31.8,1,2,3,1,2.3,1.6,3.9,17,93,19,0.09,37.00,19.00,27.00,9.00,1.00,38.00,21.00,46.00,83.00,67.00,0.00,22.00,5.00,13.10,0.00,2.30,37.00,1.17,30.00,4.00,3.00,18000000.00
764,nikola_milenkovic_25,Nikola Milenković,25,47,1,0,0,3,31,2,23.7,2,1,3,2,1.9,0.5,2.4,9,78,3,0.13,40.00,25.00,20.00,17.00,3.00,27.00,13.00,1.21,62.00,72.00,0.00,19.00,5.00,9.40,0.00,1.90,24.00,1.01,21.00,3.00,2.00,18000000.00
796,mathias_olivera_25,Mathías Olivera,25,25,1,0,0,3,40,2,18.3,2,2,4,2,0.7,2.1,2.8,60,88,68,0.22,39.00,23.00,16.00,16.00,7.00,28.00,26.00,22.00,61.00,26.00,0.00,9.00,4.00,12.80,0.00,0.70,43.00,2.35,37.00,1.00,3.00,18000000.00
852,alessio_romagnoli_28,Alessio Romagnoli,28,42,1,0,0,3,32,2,32.5,2,0,2,2,1.4,0.1,1.6,3,62,3,0.06,33.00,15.00,19.00,14.00,0.00,33.00,7.00,38.00,71.00,108.00,0.00,13.00,5.00,11.90,0.00,1.40,14.00,0.43,11.00,0.00,3.00,18000000.00
856,nicolo_rovella_21,Nicolò Rovella,21,42,0,0,1,2,33,2,19.3,1,2,3,1,1.2,2.2,3.4,26,99,19,0.16,45.00,29.00,22.00,21.00,2.00,20.00,19.00,2.80,85.00,17.00,0.00,21.00,6.00,25.50,1.00,1.20,53.00,2.74,41.00,1.00,7.00,18000000.00
1285,yunus_musah_20,Yunus Musah,20,1,0,0,1,2,53,3,23.4,0,2,2,0,1.8,1.8,3.6,72,93,101,0.09,48.00,35.00,17.00,23.00,8.00,20.00,19.00,11.00,59.00,16.00,2.00,22.00,3.00,18.40,0.00,1.80,47.00,2.01,30.00,2.00,3.00,18000000.00
1365,umar_sadiq_26,Umar Sadiq,26,17,0,1,0,1,46,3,2.7,2,0,2,2,1.5,0.2,1.6,5,2,7,0.75,0.00,0.00,0.00,0.00,0.00,2.00,2.00,0.00,0.00,3.00,0.00,7.00,3.00,14.50,0.00,1.50,6.00,2.25,4.00,0.00,0.00,18000000.00
418,marcus_tavernier_24,Marcus Tavernier,24,3,0,1,1,4,12,1,19.4,5,4,9,5,3.1,2.9,6,67,56,137,0.46,33.00,22.00,19.00,11.00,3.00,25.00,21.00,1.80,42.00,23.00,0.00,37.00,14.00,17.30,2.00,3.10,48.00,2.48,31.00,3.00,8.00,17000000.00
619,nicolas_dominguez_25,Nicolás Domínguez,25,11,0,0,1,2,25,2,25.6,3,2,5,3,2.6,2.9,5.4,39,147,84,0.2,79.00,49.00,34.00,33.00,12.00,29.00,26.00,1.20,100.00,29.00,1.00,42.00,17.00,22.50,0.00,2.60,71.00,2.78,61.00,1.00,5.00,17000000.00
939,nikola_vlasic_25,Nikola Vlašić,25,30,0,1,1,4,28,2,30.3,5,6,11,5,4.3,4.1,8.4,85,106,210,0.36,32.00,21.00,9.00,16.00,7.00,25.00,23.00,1.90,42.00,14.00,0.00,53.00,21.00,18.00,1.00,4.30,115.00,3.79,96.00,7.00,8.00,17000000.00
3,tosin_adarabioyo_25,Tosin Adarabioyo,25,3,1,0,0,3,3,1,23.2,1,0,1,1,0.7,0.4,1.1,16,95,3,0.04,30.00,13.00,22.00,6.00,2.00,20.00,5.00,26.00,56.00,140.00,1.00,16.00,4.00,21.20,1.00,0.70,18.00,0.78,15.00,3.00,0.00,16000000.00
7,kristoffer_ajer_25,Kristoffer Ajer,25,7,1,0,0,3,7,1,8.5,0,0,0,0,0,0,0.1,10,31,12,0,11.00,8.00,5.00,4.00,2.00,6.00,1.00,7.00,18.00,22.00,0.00,1.00,0.00,6.00,0.00,0.00,4.00,0.47,4.00,0.00,0.00,16000000.00
68,fabio_carvalho_20,Fabio Carvalho,20,31,0,1,1,4,10,1,3.9,2,0,2,2,1.1,0.1,1.2,9,12,26,0.52,8.00,8.00,3.00,3.00,2.00,6.00,6.00,1.50,14.00,0.00,0.00,11.00,4.00,11.50,0.00,1.10,9.00,2.33,5.00,2.00,2.00,16000000.00
99,josh_dasilva_24,Josh Dasilva,24,3,0,0,1,2,7,1,15.4,4,2,6,4,1.5,1.5,3,60,62,69,0.39,18.00,9.00,6.00,6.00,6.00,22.00,16.00,1.40,23.00,7.00,1.00,18.00,6.00,19.80,0.00,1.50,42.00,2.72,36.00,1.00,7.00,16000000.00
121,lewis_dunk_31,Lewis Dunk,31,3,1,0,0,3,19,1,36,1,0,1,1,1.7,1,2.7,19,158,5,0.03,30.00,19.00,19.00,9.00,2.00,37.00,10.00,2.20,64.00,81.00,1.00,22.00,3.00,11.70,1.00,1.70,32.00,0.89,31.00,1.00,2.00,16000000.00
156,james_garner_22,James Garner,22,3,1,0,1,5,17,1,8.9,0,1,1,0,0.8,0.5,1.3,8,33,18,0.11,16.00,13.00,4.00,8.00,4.00,9.00,8.00,12.00,28.00,13.00,0.00,9.00,3.00,22.30,1.00,0.80,19.00,2.13,13.00,1.00,2.00,16000000.00
268,orel_mangala_25,Orel Mangala,25,32,0,0,1,2,15,1,17.2,1,1,2,1,0.6,0.4,0.9,14,43,8,0.12,28.00,20.00,16.00,10.00,2.00,21.00,14.00,23.00,51.00,15.00,0.00,9.00,3.00,20.70,0.00,0.60,13.00,0.76,11.00,0.00,1.00,16000000.00
318,christian_norgaard_29,Christian Nørgaard,29,15,0,0,1,2,7,1,19.6,1,3,4,1,1.6,3.1,4.7,4,73,8,0.2,52.00,30.00,21.00,29.00,2.00,32.00,23.00,2.20,86.00,41.00,2.00,19.00,8.00,11.40,0.00,1.60,32.00,1.63,24.00,4.00,7.00,16000000.00
334,nathan_patterson_21,Nathan Patterson,21,2,1,0,1,5,17,1,14.2,0,0,0,0,0.5,0.4,0.9,16,24,51,0,49.00,24.00,32.00,13.00,4.00,24.00,20.00,15.00,64.00,45.00,0.00,8.00,1.00,18.20,0.00,0.50,20.00,1.41,16.00,0.00,0.00,16000000.00
459,callum_wilson_31,Callum Wilson,31,3,0,1,0,1,11,1,20.9,18,5,23,15,15.1,2.7,17.8,27,19,118,0.96,9.00,3.00,0.00,8.00,1.00,8.00,8.00,1.00,10.00,5.00,0.00,70.00,31.00,12.40,0.00,17.50,43.00,2.06,24.00,7.00,10.00,16000000.00
460,harry_wilson_26,Harry Wilson,26,28,0,1,0,1,3,1,12.2,2,3,5,2,2,0.9,2.9,18,37,87,0.41,21.00,13.00,9.00,9.00,3.00,17.00,15.00,6.00,27.00,14.00,0.00,18.00,4.00,16.00,1.00,2.00,32.00,2.62,18.00,3.00,9.00,16000000.00
473,hakim_ziyech_30,Hakim Ziyech,30,4,0,1,1,4,14,1,7.3,0,3,3,0,0.6,2.2,2.8,20,42,69,0.41,20.00,12.00,12.00,5.00,3.00,8.00,8.00,5.00,25.00,5.00,1.00,16.00,3.00,22.70,0.00,0.60,32.00,4.36,25.00,0.00,3.00,16000000.00
689,jonathan_ikone_25,Jonathan Ikone,25,5,0,1,0,1,31,2,22.3,4,4,8,4,4.1,3.7,7.8,83,67,178,0.36,16.00,8.00,5.00,6.00,5.00,18.00,17.00,1.30,20.00,3.00,0.00,51.00,9.00,16.60,0.00,4.10,67.00,3.01,50.00,3.00,14.00,16000000.00
1076,sergi_darder_29,Sergi Darder,29,10,0,0,1,2,59,3,36.9,6,3,9,6,3.5,7.5,10.9,111,233,75,0.24,69.00,38.00,12.00,43.00,14.00,34.00,32.00,24.00,93.00,23.00,0.00,39.00,13.00,22.60,0.00,3.50,150.00,4.07,98.00,4.00,11.00,16000000.00
1194,koke_31,Koke,31,10,0,0,1,2,60,3,28.3,0,3,3,0,0.8,1.7,2.5,15,175,37,0.11,55.00,38.00,23.00,25.00,7.00,35.00,22.00,1.19,75.00,19.00,0.00,16.00,1.00,22.90,0.00,0.80,70.00,2.48,67.00,2.00,6.00,16000000.00
11,thiago_alcantara_32,Thiago Alcántara,32,10,0,0,1,2,10,1,13.9,0,0,0,0,0.4,1.1,1.5,13,120,24,0,43.00,24.00,20.00,21.00,2.00,15.00,12.00,21.00,64.00,13.00,2.00,10.00,1.00,24.10,0.00,0.40,41.00,2.94,33.00,1.00,2.00,15000000.00
12,carlos_alcaraz_20,Carlos Alcaraz,20,11,0,1,1,4,2,1,11.4,4,2,6,4,1.9,0.7,2.6,20,28,32,0.52,10.00,5.00,2.00,7.00,1.00,14.00,9.00,12.31,11.00,11.00,0.00,24.00,10.00,20.00,0.00,1.90,22.00,1.92,14.00,3.00,4.00,15000000.00
78,carney_chukwuemeka_19,Carney Chukwuemeka,19,3,0,1,1,4,14,1,3.9,0,0,0,0,0.4,0.6,1,21,23,21,0,13.00,7.00,7.00,6.00,0.00,7.00,7.00,6.00,19.00,1.00,0.00,5.00,1.00,17.20,0.00,0.40,16.00,4.07,13.00,1.00,0.00,15000000.00
100,ben_davies_30,Ben Davies,30,28,1,0,0,3,18,1,25.4,2,2,4,2,1,2.5,3.5,39,107,69,0.16,28.00,11.00,13.00,13.00,2.00,17.00,9.00,18.00,46.00,72.00,0.00,14.00,5.00,16.70,0.00,1.00,37.00,1.46,33.00,3.00,7.00,15000000.00
105,leander_dendoncker_28,Leander Dendoncker,28,32,0,0,1,2,16,1,7.7,0,0,0,0,0.1,0.5,0.5,1,18,2,0,19.00,9.00,11.00,6.00,2.00,19.00,15.00,10.00,29.00,12.00,0.00,2.00,0.00,26.90,0.00,0.10,8.00,1.03,6.00,1.00,0.00,15000000.00
112,lucas_digne_30,Lucas Digne,30,5,1,0,0,3,16,1,16.7,1,0,1,1,0.4,1.9,2.3,29,57,89,0.06,30.00,12.00,20.00,9.00,1.00,18.00,13.00,18.00,48.00,45.00,0.00,8.00,3.00,20.50,4.00,0.40,29.00,1.74,24.00,0.00,0.00,15000000.00
125,odsonne_edouard_25,Odsonne Édouard,25,5,0,1,0,1,5,1,20,5,2,7,5,4.2,1.2,5.4,29,32,100,0.35,25.00,13.00,7.00,12.00,6.00,17.00,12.00,1.20,28.00,22.00,0.00,39.00,15.00,12.50,0.00,4.20,44.00,2.20,32.00,9.00,4.00,15000000.00
161,bryan_gil_22,Bryan Gil,22,10,0,1,1,4,18,1,1.6,0,1,1,0,0.1,0.2,0.3,4,5,15,0.61,3.00,1.00,3.00,0.00,0.00,3.00,3.00,1.00,4.00,1.00,0.00,2.00,1.00,19.40,0.00,0.10,5.00,3.04,4.00,0.00,3.00,15000000.00
220,n'golo_kante_32,N'Golo Kanté,32,5,0,0,1,2,14,1,5.8,0,1,1,0,0.3,1.9,2.2,19,34,36,0.17,16.00,10.00,4.00,10.00,2.00,11.00,11.00,6.00,22.00,2.00,0.00,8.00,1.00,20.90,0.00,0.30,24.00,4.17,22.00,1.00,2.00,15000000.00
233,kalidou_koulibaly_32,Kalidou Koulibaly,32,40,1,0,0,3,14,1,20,2,1,3,2,0.9,0.4,1.4,10,81,4,0.15,45.00,31.00,34.00,8.00,3.00,30.00,17.00,29.00,74.00,77.00,0.00,11.00,4.00,12.00,0.00,0.90,21.00,1.05,17.00,2.00,3.00,15000000.00
271,anthony_martial_27,Anthony Martial,27,5,0,1,0,1,13,1,10.9,6,2,8,5,5.5,1.4,6.9,18,35,87,0.64,5.00,3.00,0.00,2.00,3.00,11.00,9.00,12.31,6.00,4.00,0.00,26.00,12.00,13.20,0.00,6.20,28.00,2.58,22.00,3.00,5.00,15000000.00
275,pape_matar_sarr_20,Pape Matar Sarr,20,40,0,1,1,4,18,1,2.4,0,1,1,0,0.1,0.3,0.4,1,13,0,0.41,7.00,6.00,4.00,2.00,1.00,3.00,1.00,6.00,13.00,6.00,0.00,2.00,0.00,27.30,0.00,0.10,4.00,1.65,4.00,0.00,2.00,15000000.00
300,alex_moreno_30,Álex Moreno,30,10,1,0,0,3,16,1,14.8,0,3,3,0,0.6,3,3.7,65,37,122,0.2,23.00,14.00,15.00,5.00,3.00,18.00,15.00,7.00,30.00,37.00,2.00,13.00,3.00,18.40,0.00,0.60,34.00,2.30,31.00,1.00,3.00,15000000.00
305,jacob_murphy_28,Jacob Murphy,28,3,0,1,0,1,11,1,13.9,4,2,6,4,3.3,2.8,6.1,66,57,141,0.43,15.00,7.00,3.00,8.00,4.00,17.00,17.00,1.60,22.00,3.00,0.00,29.00,10.00,18.60,0.00,3.30,49.00,3.52,37.00,2.00,6.00,15000000.00
360,antonee_robinson_26,Antonee Robinson,26,1,1,0,0,3,3,1,34.3,0,1,1,0,0.1,1.3,1.4,112,129,153,0.03,62.00,38.00,43.00,15.00,4.00,49.00,36.00,53.00,115.00,83.00,3.00,3.00,0.00,25.70,0.00,0.10,58.00,1.69,52.00,0.00,6.00,15000000.00
366,cristiano_ronaldo_38,Cristiano Ronaldo,38,31,0,1,0,1,13,1,5.8,1,0,1,1,1.9,0.4,2.3,9,12,33,0.17,2.00,2.00,1.00,0.00,1.00,0.00,0.00,12.31,3.00,9.00,0.00,25.00,6.00,17.70,1.00,1.90,10.00,1.71,9.00,0.00,0.00,15000000.00
377,albert_sambi_lokonga_23,Albert Sambi Lokonga,23,32,0,0,1,2,20,1,2.2,0,0,0,0,0,0,0,0,12,2,0,1.00,1.00,0.00,0.00,1.00,1.00,1.00,5.00,6.00,2.00,0.00,0.00,0.00,,0.00,0.00,4.00,1.82,3.00,0.00,0.00,15000000.00
378,davinson_sanchez_27,Davinson Sánchez,27,35,1,0,0,3,18,1,9.5,0,0,0,0,0.6,0.4,1,5,35,4,0,24.00,11.00,17.00,6.00,1.00,16.00,6.00,12.00,36.00,41.00,0.00,6.00,2.00,12.20,0.00,0.60,5.00,0.53,5.00,0.00,0.00,15000000.00
388,nelson_semedo_29,Nélson Semedo,29,31,1,0,0,3,6,1,29.2,0,1,1,0,0.4,0.7,1.2,50,110,147,0.03,71.00,42.00,48.00,19.00,4.00,42.00,27.00,29.00,100.00,83.00,2.00,9.00,0.00,20.50,0.00,0.40,35.00,1.20,28.00,4.00,3.00,15000000.00
397,oliver_skipp_22,Oliver Skipp,22,3,0,0,1,2,18,1,16.6,1,0,1,1,0.3,0.6,0.9,14,56,25,0.06,34.00,17.00,18.00,15.00,1.00,17.00,9.00,17.00,51.00,19.00,1.00,7.00,3.00,23.20,0.00,0.30,27.00,1.63,24.00,0.00,1.00,15000000.00
404,harry_souttar_24,Harry Souttar,24,56,1,0,0,3,9,1,11,0,1,1,0,1.4,0.2,1.6,6,29,4,0.09,15.00,9.00,10.00,5.00,0.00,16.00,4.00,1.11,27.00,45.00,0.00,8.00,1.00,9.60,0.00,1.40,8.00,0.73,4.00,2.00,2.00,15000000.00
405,caglar_soyuncu_27,Çağlar Söyüncü,27,57,1,0,0,3,9,1,5.9,1,0,1,1,0.4,0.1,0.5,5,12,0,0.17,14.00,9.00,10.00,4.00,0.00,9.00,1.00,7.00,21.00,30.00,0.00,5.00,2.00,9.50,0.00,0.40,2.00,0.34,2.00,0.00,0.00,15000000.00
413,crysencio_summerville_21,Crysencio Summerville,21,9,0,1,0,1,1,1,15.8,4,2,6,4,2.9,1.6,4.5,51,45,92,0.38,30.00,20.00,14.00,14.00,2.00,20.00,18.00,1.12,43.00,11.00,0.00,29.00,9.00,15.30,0.00,2.90,49.00,3.09,29.00,4.00,5.00,15000000.00
420,kenny_tete_27,Kenny Tete,27,9,1,0,0,3,3,1,28.5,1,5,6,1,0.7,1.9,2.5,75,103,69,0.21,83.00,46.00,41.00,29.00,13.00,48.00,31.00,52.00,135.00,81.00,1.00,13.00,5.00,18.90,0.00,0.70,49.00,1.72,39.00,0.00,12.00,15000000.00
